date,time,category,sub-category,article,branch,link
2014-09-15,21:28:42,media,film,The Untouchables (film),Finance Canada,http://en.wikipedia.org/w/index.php?diff=625722799&oldid=624499745
2014-09-15,21:28:42,media,film,The Untouchables (film),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625722799&oldid=624499745
2014-09-15,23:12:57,military,military unit,HMS Birkenhead (1845),Finance Canada,http://en.wikipedia.org/w/index.php?diff=625735257&oldid=623027021
2014-09-15,23:12:57,military,military unit,HMS Birkenhead (1845),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625735257&oldid=623027021
2014-09-16,05:33:05,politics,department,List of diplomatic missions of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625768764&oldid=624611478
2014-09-16,15:59:01,media,game,GURPS,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625828256&oldid=616534650
2014-09-16,16:41:37,product,clothing,Shirt Tales,Government of Canada,http://en.wikipedia.org/w/index.php?diff=625833207&oldid=623340511
2014-09-16,16:41:37,product,clothing,Shirt Tales,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625833207&oldid=623340511
2014-09-16,16:42:40,media,television,Hanna–Barbera Classics Collection,Government of Canada,http://en.wikipedia.org/w/index.php?diff=625833300&oldid=625443762
2014-09-16,16:42:40,media,television,Hanna–Barbera Classics Collection,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625833300&oldid=625443762
2014-09-16,16:43:19,product,clothing,Shirt Tales,Government of Canada,http://en.wikipedia.org/w/index.php?diff=625833371&oldid=625833207
2014-09-16,16:43:19,product,clothing,Shirt Tales,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625833371&oldid=625833207
2014-09-16,19:52:57,language,language,Quebec French profanity,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625855502&oldid=625766163
2014-09-16,19:53:35,language,language,Quebec French profanity,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625855566&oldid=625855502
2014-09-16,20:12:16,media,film,Secret Nation,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=625857755&oldid=625850259
2014-09-16,20:38:53,religion,religion,Existence of God,Finance Canada,http://en.wikipedia.org/w/index.php?diff=625860817&oldid=625548535
2014-09-16,20:38:53,religion,religion,Existence of God,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625860817&oldid=625548535
2014-09-16,21:01:27,place,ontario canada,Ancaster Ontario,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=625863426&oldid=625452511
2014-09-16,22:38:47,politics,politician,Eve Adams,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=625873753&oldid=625579698
2014-09-17,02:07:09,file,file,File:Böenfront.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=134740136&oldid=115010592&rcid=136357088
2014-09-17,02:08:44,file,file,File:Фронтальный раздел около Томска.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=134740171&oldid=134480802&rcid=136357129
2014-09-17,13:14:14,science,math,Crombie REIT,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625942171&oldid=605165823
2014-09-17,15:43:19,place,ontario canada,Vernon Ontario,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=625961101&oldid=624540045
2014-09-17,17:35:39,military,military unit,21 Electronic Warfare Regiment,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=625973917&oldid=597975415
2014-09-17,18:17:31,politics,law,Transportation in North America,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=625978640&oldid=615041871
2014-09-17,18:19:02,politics,law,Transportation in North America,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=625978818&oldid=625978640
2014-09-17,18:19:48,politics,law,Transportation in North America,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=625978921&oldid=625978818
2014-09-17,18:22:31,politics,law,Transportation in North America,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=625979237&oldid=625978921
2014-09-17,20:53:17,draft,draft,Draft:Veterans Land Act,Finance Canada,http://en.wikipedia.org/w/index.php?oldid=625996102&rcid=681590450
2014-09-17,20:53:17,draft,draft,Draft:Veterans Land Act,Shared Services Canada,http://en.wikipedia.org/w/index.php?oldid=625996102&rcid=681590450
2014-09-17,20:54:02,draft,draft,Draft:Veterans Land Act,Finance Canada,http://en.wikipedia.org/w/index.php?diff=625996197&oldid=625996102
2014-09-17,20:54:02,draft,draft,Draft:Veterans Land Act,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=625996197&oldid=625996102
2014-09-18,12:28:26,media,actor,Nicole Scherzinger,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626075902&oldid=625982024
2014-09-18,12:29:18,media,actor,Nicole Scherzinger,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626075989&oldid=626075902
2014-09-18,18:30:50,template,template,Modélisation de processus,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=107559845&oldid=106042775&rcid=126077788
2014-09-18,18:32:22,animal,water animal,Ocean sunfish,Finance Canada,http://en.wikipedia.org/w/index.php?diff=626115972&oldid=625063078
2014-09-18,18:32:22,animal,water animal,Ocean sunfish,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626115972&oldid=625063078
2014-09-18,18:45:23,place,nova scotia canada,Amherst Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626117493&oldid=624307406
2014-09-18,19:34:10,template,template,Template:WA Entertainment,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626122971&oldid=618511056
2014-09-18,19:34:35,template,template,Template:WA Entertainment,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626123023&oldid=626122971
2014-09-18,19:36:54,science,science object,Amoeba Culture,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626123248&oldid=624018430
2014-09-18,21:40:17,technology,software,Animoto,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626137107&oldid=616401436
2014-09-19,12:53:15,military,military unit,4 Engineer Support Regiment,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626205863&oldid=620808409
2014-09-19,13:19:30,media,media,Dionne quintuplets,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626208308&oldid=620778428
2014-09-19,14:19:31,technology,software,RemoteView,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626212679&oldid=614254587
2014-09-19,15:11:35,military,soldier,List of First World War Victoria Cr,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626218313&oldid=617308778
2014-09-19,19:53:27,media,film,Brick (film),Industry Canada,http://en.wikipedia.org/w/index.php?diff=626249570&oldid=623983275
2014-09-19,20:01:39,place,geographic term,Hanuabada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626250485&oldid=623718160
2014-09-21,10:11:01,media,actor,Vince Vaughn,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626459022&oldid=624887428
2014-09-21,23:18:41,military,military unit,HMS Fury (1814),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626542078&oldid=625608112
2014-09-22,17:32:10,media,model,Kira Kazantsev,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626649366&oldid=626598038
2014-09-22,17:39:55,politics,law,Mass surveillance in the United Sta,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626650561&oldid=620012471
2014-09-22,17:41:53,politics,law,Mass surveillance in the United Sta,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626650864&oldid=626650561
2014-09-23,12:15:05,politics,politician,Graydon Nicholas,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626754318&oldid=626736899
2014-09-23,14:12:46,sports,lacrosse,Maritime University Field Lacrosse League,Federal Court of Canada,http://en.wikipedia.org/w/index.php?diff=626765904&oldid=625567655
2014-09-23,14:12:46,sports,lacrosse,Maritime University Field Lacrosse League,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626765904&oldid=625567655
2014-09-23,14:23:32,science,theory,Pseudo-nitzschia,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626767309&oldid=614356313
2014-09-23,15:43:51,sports,racing,UCI Road World Championships,Industry Canada,http://en.wikipedia.org/w/index.php?diff=626776567&oldid=626388811
2014-09-23,17:48:48,place,ontario canada,Canada Science and Technology Museum,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626790829&oldid=619588589
2014-09-23,20:13:24,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626807387&oldid=626754062
2014-09-23,20:16:58,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626807783&oldid=626807387
2014-09-24,09:56:12,place,middle east,Mahdah,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=626877827&oldid=624521508
2014-09-24,12:03:08,military,military unit,HMCS Preserver (AOR 510),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626887122&oldid=626346602
2014-09-24,12:12:02,military,military unit,HMCS Protecteur (AOR 509),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626887950&oldid=626450914
2014-09-24,14:41:33,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626902897&oldid=626278958
2014-09-24,14:51:12,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626903819&oldid=626902897
2014-09-25,03:33:49,military,military unit,Canadian Army,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626981819&oldid=626497436
2014-09-25,03:38:11,military,military unit,3rd Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=626982131&oldid=625233936
2014-09-25,11:53:26,media,music,Fleetwood Mac,Government of Canada,http://en.wikipedia.org/w/index.php?diff=627016857&oldid=626754995
2014-09-25,11:53:26,media,music,Fleetwood Mac,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627016857&oldid=626754995
2014-09-25,18:20:28,media,music,Abdullah Ibrahim,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627057984&oldid=626781523
2014-09-25,19:49:39,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627068621&oldid=626807783
2014-09-25,22:19:29,sports,hockey,Bullet Joe Simpson,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=627085287&oldid=622306063
2014-09-26,11:46:05,draft,draft,Draft:Canadian Clinical Trials Asset Map,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627146452&oldid=623334190
2014-09-26,13:24:15,media,television,The Pebbles and Bamm-Bamm Show,Government of Canada,http://en.wikipedia.org/w/index.php?diff=627154995&oldid=624854345
2014-09-26,13:24:15,media,television,The Pebbles and Bamm-Bamm Show,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627154995&oldid=624854345
2014-09-26,13:31:30,media,television,The Pebbles and Bamm-Bamm Show,Government of Canada,http://en.wikipedia.org/w/index.php?diff=627155603&oldid=627154995
2014-09-26,13:31:30,media,television,The Pebbles and Bamm-Bamm Show,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627155603&oldid=627154995
2014-09-26,13:32:12,media,television,The Flintstone Comedy Hour,Government of Canada,http://en.wikipedia.org/w/index.php?diff=627155655&oldid=626952833
2014-09-26,13:32:12,media,television,The Flintstone Comedy Hour,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627155655&oldid=626952833
2014-09-26,14:04:20,media,television,The Pebbles and Bamm-Bamm Show,Government of Canada,http://en.wikipedia.org/w/index.php?diff=627158467&oldid=627155603
2014-09-26,14:04:20,media,television,The Pebbles and Bamm-Bamm Show,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627158467&oldid=627155603
2014-09-26,15:42:58,media,film,Confrontation at Concordia,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627169076&oldid=625369609
2014-09-26,15:42:58,media,film,Confrontation at Concordia,Transport Canada,http://en.wikipedia.org/w/index.php?diff=627169076&oldid=625369609
2014-09-26,15:57:36,talk,talk,Talk:Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627170773&oldid=619968819
2014-09-29,16:00:51,politics,government,Federal districts of Russia,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627557961&oldid=627507482
2014-09-29,18:24:37,military,soldier,Ibrahim al-Hamdi,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627575600&oldid=624234069
2014-09-29,18:39:20,aviation,plane,Flying car (aircraft),Department of Justice Canada,http://en.wikipedia.org/w/index.php?diff=627577478&oldid=627076456
2014-09-30,07:42:39,science,theory,Denial,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627651164&oldid=626835040
2014-09-30,16:32:18,language,name,Rector (surname),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=627698279&oldid=498973811
2014-09-30,16:35:09,language,name,Rector (surname),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=627698606&oldid=627698279
2014-10-01,12:53:22,sports,table tennis,Table tennis at the 2014 Asian Games – Men's singles,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627809364&oldid=627521295
2014-10-01,12:56:03,sports,table tennis,Table tennis at the 2014 Asian Games – Men's singles,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627809626&oldid=627809364
2014-10-01,13:07:37,media,event,National Patriots' Day,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=627810765&oldid=609259639
2014-10-01,13:42:06,science,scientist,Ralph A. Lewin,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627814080&oldid=603353219
2014-10-01,14:19:30,science,theory,Escitalopram,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627818333&oldid=626737719
2014-10-01,14:23:10,education,university,Zagazig,Industry Canada,http://en.wikipedia.org/w/index.php?diff=627818913&oldid=627647163
2014-10-01,16:05:06,military,military battle,Battle of the Sambre (1918),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=627834844&oldid=625392023
2014-10-01,18:49:57,politics,politics event,Peel Region municipal elections 20,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=627853824&oldid=627729596
2014-10-01,18:58:27,politics,politics event,Peel Region municipal elections 20,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=627854924&oldid=627853824
2014-10-02,15:43:55,media,television,Dragons' Den (Canada),Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=627965744&oldid=624568036
2014-10-03,13:47:21,sports,hockey,Ron Francis,Industry Canada,http://en.wikipedia.org/w/index.php?diff=628080965&oldid=623858895
2014-10-03,13:54:12,technology,telephone,Area codes 902 and 782,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628081670&oldid=625098399
2014-10-03,14:13:39,sports,athletics,Cinderella (sports),Industry Canada,http://en.wikipedia.org/w/index.php?diff=628083652&oldid=626516385
2014-10-03,14:15:24,sports,athletics,Cinderella (sports),Industry Canada,http://en.wikipedia.org/w/index.php?diff=628083833&oldid=628083652
2014-10-03,14:48:14,military,military ranks,List of comparative military ranks,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628087701&oldid=625925873
2014-10-03,14:54:04,military,military ranks,List of comparative military ranks,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628088307&oldid=628087701
2014-10-03,16:49:29,talk,talk,Talk:Northwest Passage,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628101557&oldid=598651241
2014-10-03,17:03:35,media,artist,Kenojuak Ashevak,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628103337&oldid=628080068
2014-10-03,18:41:03,sports,baseball,Inside-the-park home run,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628115664&oldid=623614564
2014-10-03,18:46:57,sports,baseball,Inside-the-park home run,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628116353&oldid=628115664
2014-10-03,18:51:37,sports,baseball,Inside-the-park home run,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628116893&oldid=628116353
2014-10-03,18:59:13,politics,politician,John Williamson (Canadian politician),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=628117761&oldid=613065934
2014-10-03,19:02:18,science,theory,Nonlinear autoregressive exogenous model,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=628118103&oldid=583392930
2014-10-03,19:35:51,science,theory,Autoregressive conditional heteroskedasticity,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=628121658&oldid=625825395
2014-10-03,19:36:47,science,theory,Autoregressive conditional heteroskedasticity,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=628121766&oldid=628121658
2014-10-03,19:47:20,science,theory,Multivariate adaptive regression splines,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=628122828&oldid=627800967
2014-10-03,22:10:58,politics,politician,Nicole Eaton,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=628138114&oldid=616379902
2014-10-04,15:51:39,place,manitoba canada,List of municipalities in Manitoba,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628219515&oldid=627930839
2014-10-05,17:49:22,military,military unit,The British Columbia Regiment (Duke,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628359887&oldid=624021470
2014-10-06,09:29:54,product,clothing,Velours,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108000962&oldid=103266781&rcid=126992395
2014-10-06,09:34:09,science,math,80 (nombre),Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108001101&oldid=106719594&rcid=126992624
2014-10-06,13:58:57,politics,person,Robert Giguère,Library and Archives Canada,http://en.wikipedia.org/w/index.php?diff=628477470&oldid=621810062
2014-10-06,14:29:52,sports,football,Investors Group Field,Industry Canada,http://en.wikipedia.org/w/index.php?diff=628481348&oldid=625915581
2014-10-06,14:31:26,media,music,Fire and Water (Free album),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628481552&oldid=619380090
2014-10-06,15:04:52,politics,department,Embassy of Chad in Washington D.C.,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628485894&oldid=595762235
2014-10-06,16:53:14,politics,department,Transportation Safety Board of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628501400&oldid=623652757
2014-10-06,16:55:16,politics,department,Transportation Safety Board of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628501709&oldid=628501400
2014-10-06,16:56:58,politics,department,Transportation Safety Board of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628501991&oldid=628501709
2014-10-06,16:59:12,politics,department,Transportation Safety Board of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628502375&oldid=628501991
2014-10-06,19:33:30,media,music,John Fields (record producer),Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=628525102&oldid=619726336
2014-10-07,07:26:56,science,theory,Central sleep apnea,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628599834&oldid=622286036
2014-10-07,14:32:26,politics,politics event,Ottawa municipal election  2014,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628653723&oldid=627667561
2014-10-07,15:35:57,religion,religious person,William Booth,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628663202&oldid=627803698
2014-10-07,17:17:02,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628676267&oldid=628666906
2014-10-07,17:34:05,wikipedia,wikipedia,Wikipedia:Articles for creation/Redirects,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628678208&oldid=628673379
2014-10-07,17:49:02,politics,politician,Jean-François Larose,Canadian House of Commons,http://fr.wikipedia.org/w/index.php?diff=108039106&oldid=107752162&rcid=127063950
2014-10-07,17:51:33,place,quebec canada,Kiryas Tosh,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628680546&oldid=619375309
2014-10-07,18:01:56,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628681768&oldid=628676267
2014-10-07,18:59:45,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628689139&oldid=628681768
2014-10-07,19:00:18,sports,water polo,Gordon Van Tol,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628689212&oldid=510129852
2014-10-07,21:06:52,military,military unit,The North Saskatchewan Regiment,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628704547&oldid=620386673
2014-10-08,11:14:48,aviation,airline,Royal Jordanian,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108055280&oldid=107960332&rcid=127097130
2014-10-08,15:03:24,science,medicine,Grippe,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108061778&oldid=107280770&rcid=127112463
2014-10-08,15:36:39,draft,draft,Draft:Ihor Walter Bardyn,Canadian House of Commons,http://en.wikipedia.org/w/index.php?oldid=628800802&rcid=685489187
2014-10-08,15:57:52,portal,portal,Portail:Apple/Matériel,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108063084&oldid=106358511&rcid=127114869
2014-10-08,16:02:02,portal,portal,Portail:Apple/Matériel,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108063182&oldid=108063084&rcid=127115034
2014-10-08,16:38:14,politics,law,Receiver of Wreck,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628808137&oldid=608758007
2014-10-08,16:38:14,politics,law,Receiver of Wreck,Transport Canada,http://en.wikipedia.org/w/index.php?diff=628808137&oldid=608758007
2014-10-08,17:56:51,media,music,It Hurts Me Too,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=628817416&oldid=606645163
2014-10-08,18:04:29,sports,hockey,2002 Air Canada Cup,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628818374&oldid=606209851
2014-10-08,18:55:54,politics,politician,Douglas Jung,Environment Canada,http://en.wikipedia.org/w/index.php?diff=628824604&oldid=614452117
2014-10-09,02:27:19,sports,hockey,NHL Heritage Classic,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628871543&oldid=620250826
2014-10-09,02:39:13,sports,hockey,NHL Heritage Classic,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628872440&oldid=628871543
2014-10-09,04:37:15,politics,poltical event,Greater Winnipeg Water District aqueduct,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628881146&oldid=625643358
2014-10-09,14:08:48,military,military ranks,List of comparative military ranks,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=628927436&oldid=628088307
2014-10-09,15:08:11,military,military unit,The Brockville Rifles,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628934317&oldid=614112659
2014-10-09,15:23:21,politics,organisation,Canadian Red Cross,Environment Canada,http://en.wikipedia.org/w/index.php?diff=628935955&oldid=628506771
2014-10-09,15:23:57,politics,organisation,Canadian Red Cross,Environment Canada,http://en.wikipedia.org/w/index.php?diff=628936034&oldid=628935955
2014-10-09,18:25:40,military,soldier,Paul Triquet,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108089623&oldid=106527589&rcid=127170638
2014-10-09,18:53:26,politics,politician,Dick Pound,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628959785&oldid=627244442
2014-10-09,21:16:00,military,military equipment,McDonnell Douglas CF-18 Hornet,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628975882&oldid=628289520
2014-10-09,21:30:33,military,military equipment,McDonnell Douglas CF-18 Hornet,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=628977530&oldid=628975882
2014-10-10,06:20:13,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629019414&oldid=628981964
2014-10-10,06:29:28,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629019996&oldid=629019414
2014-10-10,06:31:28,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629020174&oldid=629019996
2014-10-10,06:34:05,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629020437&oldid=629020174
2014-10-10,06:36:01,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629020638&oldid=629020437
2014-10-10,06:42:47,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629021114&oldid=629020638
2014-10-10,06:45:37,military,military unit,South Alberta Light Horse,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629021313&oldid=629021114
2014-10-10,15:53:19,technology,application,WhatsApp,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629066857&oldid=628658488
2014-10-10,15:57:02,talk,talk,Talk:Shelly Glover,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629067227&oldid=618112454
2014-10-10,18:41:55,science,theory,Multilinear principal component analysis,Statistics Canada,http://en.wikipedia.org/w/index.php?diff=629086262&oldid=592599457
2014-10-10,19:05:13,media,music,AC/DC,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108114405&oldid=108032881&rcid=127226726
2014-10-12,02:22:08,media,music,Ramones,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629252720&oldid=629142246
2014-10-12,20:54:03,science,theory,Preso de conciencia,Shared Services Canada,http://es.wikipedia.org/w/index.php?diff=77504329&oldid=76594277
2014-10-12,20:57:05,science,theory,Preso de conciencia,Shared Services Canada,http://es.wikipedia.org/w/index.php?diff=77504385&oldid=77504329
2014-10-13,15:42:46,politics,organisation,Consejo de Guardianes,Shared Services Canada,http://es.wikipedia.org/w/index.php?diff=77518077&oldid=69589921
2014-10-13,15:47:33,politics,politician,Mohsén Rezaí,Shared Services Canada,http://es.wikipedia.org/w/index.php?diff=77518180&oldid=75972686
2014-10-14,17:18:52,media,editor,Léo Bonneville,Department of Justice Canada,http://fr.wikipedia.org/w/index.php?diff=108225499&oldid=106780270&rcid=127458315
2014-10-14,18:28:07,politics,politician,Dean Allison,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629607658&oldid=626179394
2014-10-14,19:00:39,talk,talk,Talk:Far side of the Moon,Industry Canada,http://en.wikipedia.org/w/index.php?diff=629611584&oldid=605288403
2014-10-14,19:01:41,sports,soccer,Toronto FC,Environment Canada,http://en.wikipedia.org/w/index.php?diff=629611715&oldid=629256587
2014-10-14,19:04:18,place,ontario canada,Ancaster Ontario,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=629612014&oldid=629304040
2014-10-14,19:15:49,media,film,Splendor in the Grass,Industry Canada,http://en.wikipedia.org/w/index.php?diff=629613393&oldid=629089669
2014-10-14,19:19:16,politics,politician,David Xiao,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629613773&oldid=625689143
2014-10-14,19:33:53,politics,music,Solidarity Forever,Industry Canada,http://en.wikipedia.org/w/index.php?diff=629615658&oldid=625901244
2014-10-14,20:45:23,place,ontario canada,Ancaster Ontario,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=629623991&oldid=629612014
2014-10-15,00:10:01,media,television,Chic-a-Go-Go,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629645679&oldid=625620818
2014-10-15,00:11:10,media,music,Tub Ring,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629645778&oldid=627615768
2014-10-15,15:48:28,media,film,The Debaters,Industry Canada,http://en.wikipedia.org/w/index.php?diff=629725209&oldid=594296562
2014-10-15,15:51:49,place,ontario canada,Callander Ontario,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629725646&oldid=629549836
