coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Feb 26 20:34:37 +0000 2015,,,,0,571045694481547264,,,,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dear ppl working at DND and at Shared Services:
Have you heard of @gccaedits ???
Sincerely, 
Holly",https://twitter.com/DavisHollya/status/571045694481547264,Tue Dec 13 14:57:01 +0000 2011,DavisHollya,False,"Ur doing it wrong. I am, too.",131,36,75,1,,Holly Davis,DavisHollya,1365,Central Time (US & Canada),,False
,Thu Feb 26 20:25:55 +0000 2015,,,http://www.cbc.ca/1.2973082,0,571043505235214336,cmusician,571043213395550208,255067647,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rehtaeh Parsons case: Dad of guilty man reportedly arrested in Wikipedia edits probe .. http://t.co/EWOidWzYol @jkenney @gccaedits,https://twitter.com/cmusician/status/571043505235214336,Sun Feb 20 16:13:37 +0000 2011,cmusician,False,"Retired teacher, amateur fishing guide",59120,1940,2000,103,,Carolyn Hudson,cmusician,113171,Central Time (US & Canada),,False
,Thu Feb 26 20:24:46 +0000 2015,RehtaehParsons,,,0,571043213395550208,gccaedits,571042666454106112,2613454796,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Is that all those DND guys do, edit Wikipedia articles? .. #RehtaehParsons @CanadianForces @jkenney @gccaedits",https://twitter.com/cmusician/status/571043213395550208,Sun Feb 20 16:13:37 +0000 2011,cmusician,False,"Retired teacher, amateur fishing guide",59120,1940,2000,103,,Carolyn Hudson,cmusician,113171,Central Time (US & Canada),,False
,Thu Feb 26 20:22:35 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229630&oldid=112229581&rcid=136353458,0,571042666454106112,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/KmkzpFFxHx,https://twitter.com/gccaedits/status/571042666454106112,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:22:15 +0000 2015,,,,0,571042583201353729,gccaedits,571041267351752704,2613454796,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@gccaedits MCDonald's est un site touristique? Someone thinks they're a comedian...,https://twitter.com/djshaunnet/status/571042583201353729,Sat Feb 04 02:04:38 +0000 2012,djshaunnet,False,"Disc jockey, music fan, cyclist, IT professional, beer lover, foodie, paintball player, political junkie, family man, cynic, skeptic, sarcastic.",619,213,274,12,"Ottawa, ON",DJ Shaun,djshaunnet,10966,Atlantic Time (Canada),http://www.mixcloud.com/dj_shaun/,False
,Thu Feb 26 20:20:31 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229579&oldid=112229554&rcid=136353347,0,571042146201047041,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/9Eg0L72MOR,https://twitter.com/gccaedits/status/571042146201047041,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:19:20 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229541&oldid=112229525&rcid=136353276,0,571041848216723458,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/aVVJM4MqDd,https://twitter.com/gccaedits/status/571041848216723458,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:18:16 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229519&oldid=112229499&rcid=136353212,0,571041577147207680,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/tigIPmsZn0,https://twitter.com/gccaedits/status/571041577147207680,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:17:02 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229489&oldid=112229458&rcid=136353152,0,571041267351752704,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/n10SHbVFNB,https://twitter.com/gccaedits/status/571041267351752704,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:14:53 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229434&oldid=112229395&rcid=136353050,0,571040726269730816,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/Sp56q44KXj,https://twitter.com/gccaedits/status/571040726269730816,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:10:35 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229318&oldid=112229306&rcid=136352871,0,571039647096295424,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/N7xanIqQ9y,https://twitter.com/gccaedits/status/571039647096295424,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:10:07 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229306&oldid=112229264&rcid=136352845,0,571039525872504832,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/sHsSvYLDdS,https://twitter.com/gccaedits/status/571039525872504832,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:08:22 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229259&oldid=112229119&rcid=136352772,0,571039087228018688,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/sELLcztbsn,https://twitter.com/gccaedits/status/571039087228018688,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:03:34 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229119&oldid=112221568&rcid=136352541,0,571037880073760768,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/XJExqmpUCB,https://twitter.com/gccaedits/status/571037880073760768,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 19:47:36 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648980843&oldid=647821319,0,571033861867610113,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Talk:Instagram Wikipedia article edited anonymously from Environment Canada http://t.co/Tqd3lQpIld,https://twitter.com/gccaedits/status/571033861867610113,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 19:32:14 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648978651&oldid=648978527,0,571029994572550144,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Canadian Forces Northern Area Headquarters Yellowkni Wikipedia article edited anonymously from Shared Services Canada http://t.co/ZV97aWgcTY,https://twitter.com/gccaedits/status/571029994572550144,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 19:31:27 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648978527&oldid=614329061,0,571029796945334272,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Canadian Forces Northern Area Headquarters Yellowkni Wikipedia article edited anonymously from Shared Services Canada http://t.co/798638qpgu,https://twitter.com/gccaedits/status/571029796945334272,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 19:20:32 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112228120&oldid=105969672&rcid=136350006,0,571027049013501952,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Jamie Nicholls Wikipedia article edited anonymously from Canadian House of Commons http://t.co/MwaLTjNlgn,https://twitter.com/gccaedits/status/571027049013501952,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 18:47:35 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648972349&oldid=621275539,0,571018757176467456,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Blake Richards Wikipedia article edited anonymously from Canadian House of Commons http://t.co/bLt1utX0VY,https://twitter.com/gccaedits/status/571018757176467456,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 17:53:29 +0000 2015,,,http://www.cbc.ca/m/news/canada/nova-scotia/rehtaeh-parsons-case-dad-of-guilty-man-reportedly-arrested-in-wikipedia-edits-probe-1.2973082,0,571005145011523584,,,,en,,False,1,570997306348216320,grayshine,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @grayshine: holy shit, this was the @gccaedits edit that i pointed out: http://t.co/2xVQ7U4uNY",https://twitter.com/MattGoerzen/status/571005145011523584,Mon Aug 16 16:57:48 +0000 2010,MattGoerzen,False,"Brandon Sun Editor, editorial writer, sometimes photographer. Tweets are my own.",513,676,614,24,"Brandon, Manitoba",Matt Goerzen,MattGoerzen,3198,Central Time (US & Canada),http://about.me/Matt.Goerzen,False
,Thu Feb 26 17:22:21 +0000 2015,,,http://www.cbc.ca/m/news/canada/nova-scotia/rehtaeh-parsons-case-dad-of-guilty-man-reportedly-arrested-in-wikipedia-edits-probe-1.2973082,2,570997306348216320,,,,en,,False,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","holy shit, this was the @gccaedits edit that i pointed out: http://t.co/2xVQ7U4uNY",https://twitter.com/grayshine/status/570997306348216320,Tue Oct 16 23:37:45 +0000 2007,grayshine,False,my name is gray // (they/them) // queer as hell cyborg,9368,567,623,19,maritimes (canada isn't real),gray,grayshine,29343,Atlantic Time (Canada),,False
,Thu Feb 26 17:20:17 +0000 2015,,,,0,570996789500715008,gccaedits,562703012486201346,2613454796,en,,,0,,,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",@gccaedits Someone in govt is carefully watching over the cover story.,https://twitter.com/ggatin/status/570996789500715008,Fri Mar 09 22:46:29 +0000 2007,ggatin,False,"Working on my consistent, well-rehearsed, & plausible cover story.",3684,1189,1494,76,#bdnmb #cdnpoli #journalism,No Particular Order,ggatin,14212,Central Time (US & Canada),,False
,Thu Feb 26 17:08:13 +0000 2015,cdnpoli,,,0,570993751599898624,jaglister,570976849171345410,224935028,en,,,0,,,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",@jaglister @Beari8it Follow @gccaedits to see how govt of #cdnpoli computers are used to edit Wikipedia,https://twitter.com/ggatin/status/570993751599898624,Fri Mar 09 22:46:29 +0000 2007,ggatin,False,"Working on my consistent, well-rehearsed, & plausible cover story.",3684,1189,1494,76,#bdnmb #cdnpoli #journalism,No Particular Order,ggatin,14212,Central Time (US & Canada),,False
,Thu Feb 26 16:58:39 +0000 2015,,,,0,570991341813026816,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",You'd figure someone in gov't would have written a memo to staffers about @gccaedits -- do yer wiki edits from home?,https://twitter.com/HugoAPRodrigues/status/570991341813026816,Thu Jun 18 19:46:16 +0000 2009,HugoAPRodrigues,False,"Managing editor, @standfreeholder in Cornwall, Ont. President of @CAJ. Comms mgr @lifesavingsport. Blogger. Human being.",9,2348,2555,114,"Cornwall, Ont.",Hugo Rodrigues,HugoAPRodrigues,35886,Eastern Time (US & Canada),,False
,Thu Feb 26 16:57:16 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648958747&oldid=648958686,0,570990996839931904,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Tahsis Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/jYgj8Nqro8,https://twitter.com/gccaedits/status/570990996839931904,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 16:56:47 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648958686&oldid=632116732,0,570990874768871424,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Tahsis Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/rrwRqqLNBf,https://twitter.com/gccaedits/status/570990874768871424,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 15:46:19 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648949855&oldid=648948408,0,570973141301891073,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/Ja57mSHKfL,https://twitter.com/gccaedits/status/570973141301891073,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 15:42:57 +0000 2015,,,http://www.cbc.ca/news/canada/nova-scotia/rehtaeh-parsons-case-dad-of-guilty-man-reportedly-arrested-in-wikipedia-edits-probe-1.2973082 https://twitter.com/gccaedits/status/560782754863132673,0,570972291284267008,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I'm not sure how I feel about this, but maybe @gccaedits helped it come to police attention. http://t.co/UbQ9rCC6PG  https://t.co/t5fQMYGjkH",https://twitter.com/mattskala/status/570972291284267008,Thu Jul 16 18:15:51 +0000 2009,mattskala,False,仕事はネコミミの撫でて。趣味が計算幾何学。,140,196,170,12,"Copenhagen, Denmark",Matthew Skala,mattskala,8479,Copenhagen,http://ansuz.sooke.bc.ca/,False
,Thu Feb 26 15:42:31 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648949376&oldid=643525536,0,570972182093926400,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",M203 grenade launcher Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/XMD1jImOcM,https://twitter.com/gccaedits/status/570972182093926400,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 15:39:06 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112221404&oldid=112161008&rcid=136337949,0,570971323368902657,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/iUjI2dSbIp,https://twitter.com/gccaedits/status/570971323368902657,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 15:34:05 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648948408&oldid=648948196,0,570970060753403905,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/rqfFFSgyxN,https://twitter.com/gccaedits/status/570970060753403905,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 15:32:12 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648948196&oldid=648013020,0,570969587031920640,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/sSuUH3GNNq,https://twitter.com/gccaedits/status/570969587031920640,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
-79.466566 43.659951,Thu Feb 26 12:53:48 +0000 2015,,,,0,570929724874203136,edsu,570879329158205440,14331818,en,"Toronto, Ontario",,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@edsu @hvdsomp @gccaedits yeah, that story just broke yesterday.",https://twitter.com/ruebot/status/570929724874203136,Fri Mar 13 01:11:04 +0000 2009,ruebot,False,,3692,1237,838,114,Toronto,nick ruest,ruebot,24828,Eastern Time (US & Canada),http://ruebot.net,False
,Thu Feb 26 12:04:06 +0000 2015,,,,0,570917216075452417,gccaedits,570743067193573376,2613454796,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@gccaedits @NationalDefence always nice to see our gov employees spending their time constructively on our dime!,https://twitter.com/SDAllenToronto/status/570917216075452417,Wed Aug 19 15:07:55 +0000 2009,SDAllenToronto,False,"Webweenie is a Slacktivist, Linux user since '96",2403,158,106,11,Toronto ,S.D.Allen,SDAllenToronto,10747,,http://webweenie.blogspot.com,False
,Thu Feb 26 09:33:33 +0000 2015,,,,0,570879329158205440,hvdsomp,570785434432770048,90083746,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@hvdsomp wow, I had heard a bit about that from @ruebot who runs @gccaedits but didn't realize it had progressed to that stage.",https://twitter.com/edsu/status/570879329158205440,Tue Apr 08 12:43:41 +0000 2008,edsu,False,pragmatist / archivist / humanist,4269,3502,1293,305,"Silver Spring, MD",Ed Summers,edsu,18901,Quito,https://keybase.io/edsu,False
,Thu Feb 26 07:52:11 +0000 2015,,,https://twitter.com/gccaedits/status/560782754863132673,0,570853819917082624,,,,en,,False,1,570713854218539009,danminkin,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @danminkin: Over this https://t.co/JraXjITahg ? MT @CTVAnchor Dad of convict in Rehtaeh Parsons case arrested, Q'd re tampering w/wiki s…",https://twitter.com/DavidRayAmos/status/570853819917082624,Wed Feb 10 18:37:59 +0000 2010,DavidRayAmos,False,Go Figure,1,189,988,7,East ,David Raymond Amos,DavidRayAmos,4552,Santiago,http://www.checktheevidence.com/pdf/2526023-DAMOSIntegrity-yea-right.-txt.pdf,False
,Thu Feb 26 00:32:05 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648867092&oldid=648584007,3,570743067193573376,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Voice of Fire Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/Qr5J3wL9KC,https://twitter.com/gccaedits/status/570743067193573376,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Wed Feb 25 23:18:22 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648858942&oldid=635440588,0,570724513148755968,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Brian Jean Wikipedia article edited anonymously from Canadian House of Commons http://t.co/R7x8soHYpj,https://twitter.com/gccaedits/status/570724513148755968,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6173,73,149,Canada,Gov. of Canada edits,gccaedits,2035,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Wed Feb 25 22:36:00 +0000 2015,,,https://twitter.com/gccaedits/status/560782754863132673,0,570713854218539009,CTVAnchor,570708202129625090,32046430,en,,False,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Over this https://t.co/JraXjITahg ? MT @CTVAnchor Dad of convict in Rehtaeh Parsons case arrested, Q'd re tampering w/wiki site on DND comp",https://twitter.com/danminkin/status/570713854218539009,Tue May 03 16:20:17 +0000 2011,danminkin,False,Hardcore political junkie turned regular political junkie. Novice hunter & angler. Favorites ≠ actual favourite ever,898,560,1343,21,Toronto,Dan Minkin,danminkin,11290,Eastern Time (US & Canada),,False
,Wed Feb 25 22:13:33 +0000 2015,cdnpoli,,http://en.wikipedia.org/w/index.php?diff=648850783&oldid=648850512,0,570708204377804801,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",RT @gccaedits: Maurice Vellacott Wikipedia article edited anonymously from Canadian House of Commons http://t.co/KwzJ6n6RFt #cdnpoli,https://twitter.com/jpress/status/570708204377804801,Tue Feb 17 22:29:47 +0000 2009,jpress,False,"Dog owner, @OttawaCitizen parliamentary reporter skulking around #SenCA, focused on digital storytelling & news literacy research. Tweets are my own.",198,3627,1248,193,"Ottawa, Ontario",Jordan Press,jpress,21367,Eastern Time (US & Canada),http://facebook.com/jordan.b.press,False
