coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Mar 02 16:08:16 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731,0,572428215316299779,,,,en,,False,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Hostie... @gccaedits: Quebec French profanity Wikipedia article edited anonymously from Shared Services Canada http://t.co/B4OhISUmNE,https://twitter.com/johnbowman/status/572428215316299779,Fri Feb 01 20:51:40 +0000 2008,johnbowman,False,"Social media news producer. I'm ^jb on @CBCNews, @CBCCommunity. Early riser and #bikeTO commuter. Tweet miner and myth debunker. Geeky dad and Lego maniac.",1485,3238,1329,223,"East York, Ontario, Canada",John Bowman,johnbowman,26738,Eastern Time (US & Canada),http://johnbowman.net,True
,Mon Mar 02 16:07:43 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731,4,572428076958801920,,,,en,,False,9,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Quebec French profanity Wikipedia article edited anonymously from Shared Services Canada http://t.co/Y8j3ZyTt1l,https://twitter.com/gccaedits/status/572428076958801920,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 15:44:37 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649546653&oldid=649546545,0,572422262902689792,,,,en,,False,3,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/xagyA9BZ4R,https://twitter.com/gccaedits/status/572422262902689792,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 15:43:43 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649546545&oldid=649546041,0,572422035688833024,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/Vym2WaktEl,https://twitter.com/gccaedits/status/572422035688833024,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 15:39:39 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649546041&oldid=649165073,0,572421013138513921,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Colt Canada C7 rifle Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/CBh4A45iOo,https://twitter.com/gccaedits/status/572421013138513921,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 14:56:32 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649540645&oldid=577847096,0,572410162960605184,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Beryl McBurnie Wikipedia article edited anonymously from Shared Services Canada http://t.co/Qjsfrh2apH,https://twitter.com/gccaedits/status/572410162960605184,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Mon Mar 02 14:54:41 +0000 2015,NHLTradeDeadline,,,0,572409699846512640,,,,fr,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Un fonctionnaire branché sur le #NHLTradeDeadline RT @gccaedits: Jeff Petry Wikipedia article edited anonymously from Shared Services Canada,https://twitter.com/JulienPaquette/status/572409699846512640,Wed Aug 19 03:14:16 +0000 2009,JulienPaquette,False,Journaliste à @LeDroitca / Trésorier - FPJQ Outaouais / Maîtrise en communication à uOttawa / jpaquette@ledroit.com / 819-360-5205,113,719,867,18,"Gatineau, Qc",Julien Paquette,JulienPaquette,12205,Quito,,False
,Mon Mar 02 14:54:00 +0000 2015,TradeCentre,,http://en.wikipedia.org/w/index.php?diff=649540248&oldid=649537994,0,572409525996806144,gccaedits,572409331267862528,2613454796,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“@gccaedits: Jeff Petry Wikipedia article edited anonymously from Shared Services Canada http://t.co/efy4oHJl2L” #TradeCentre,https://twitter.com/BigredRyan01/status/572409525996806144,Tue Sep 20 17:31:03 +0000 2011,BigredRyan01,False,"Music Geek,Beer Drinker,Scotch Sipper. #Redwings fan. Communications student. radio guy. Mental health advocate.Tweets are my own #KCCO",5591,745,1953,7,,Ryan Forsyth,BigredRyan01,6555,Eastern Time (US & Canada),,False
,Mon Mar 02 14:53:14 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649540248&oldid=649537994,1,572409331267862528,,,,en,,False,8,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Jeff Petry Wikipedia article edited anonymously from Shared Services Canada http://t.co/Bj2MYr4yS2,https://twitter.com/gccaedits/status/572409331267862528,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 19:00:15 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112323266&oldid=112323169&rcid=136566049,0,572109110688268289,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Nuage noctulescent Wikipedia article edited anonymously from Environment Canada http://t.co/ag4RZtdiRo,https://twitter.com/gccaedits/status/572109110688268289,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 18:56:55 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112323169&oldid=112322741&rcid=136565752,1,572108269231218690,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Nuage noctulescent Wikipedia article edited anonymously from Environment Canada http://t.co/gI7iJveq5R,https://twitter.com/gccaedits/status/572108269231218690,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 18:39:26 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112322741&oldid=112322648&rcid=136564364,0,572103868676497408,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Nuage noctulescent Wikipedia article edited anonymously from Environment Canada http://t.co/uPSEppupkm,https://twitter.com/gccaedits/status/572103868676497408,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 18:36:04 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112322648&oldid=111122396&rcid=136564184,1,572103024669274112,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Nuage noctulescent Wikipedia article edited anonymously from Environment Canada http://t.co/sd2DTU4zUw,https://twitter.com/gccaedits/status/572103024669274112,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 18:07:30 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112321936&oldid=112302713&rcid=136562626,0,572095832524247040,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Grande inondation de 1862 Wikipedia article edited anonymously from Environment Canada http://t.co/Ow7I2AUiKD,https://twitter.com/gccaedits/status/572095832524247040,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 16:29:37 +0000 2015,,,http://commons.wikimedia.org/w/index.php?diff=151669161&oldid=150070484&rcid=155887315,0,572071202233192448,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Cloud and Thunderstorm.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/G97nxKPWhX,https://twitter.com/gccaedits/status/572071202233192448,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 16:28:14 +0000 2015,,,http://commons.wikimedia.org/w/index.php?diff=151668573&oldid=151638902&rcid=155886679,2,572070854135324673,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","File:Thunderstorm near Elko, Nevada.JPG Wikipedia article edited anonymously from Environment Canada http://t.co/P6ADBqySeZ",https://twitter.com/gccaedits/status/572070854135324673,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 16:27:05 +0000 2015,,,http://commons.wikimedia.org/w/index.php?diff=151668294&oldid=141002697&rcid=155886395,0,572070563906265089,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","File:Historic American Buildings Survey, Arnold Moses, P Wikipedia article edited anonymously from Environment Canada http://t.co/JbUA2NcLuF",https://twitter.com/gccaedits/status/572070563906265089,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sun Mar 01 10:35:28 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649359533&oldid=631961717,0,571982074569216001,,,,fr,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Aéreo Calafia Wikipedia article edited anonymously from Shared Services Canada http://t.co/iou1Y1P3j0,https://twitter.com/gccaedits/status/571982074569216001,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Sat Feb 28 21:57:25 +0000 2015,,,,1,571791307611361282,PeteForsyth,450892612694601728,14649205,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@PeteForsyth @ThePublicSquare Someone rigged up a slick bot for WP edits from Canadian Gov't IPs @gccaedits,https://twitter.com/ggatin/status/571791307611361282,Fri Mar 09 22:46:29 +0000 2007,ggatin,False,"Working on my consistent, well-rehearsed, & plausible cover story.",3704,1193,1500,76,#bdnmb #cdnpoli #journalism,No Particular Order,ggatin,14249,Central Time (US & Canada),,False
,Sat Feb 28 02:27:22 +0000 2015,circle,,,1,571496855802028034,DarpaCanadian,571495965112209408,2943001393,und,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",@ABC7 @infowars @gccaedits @gcnchambers @GCNlive @GovCommsNetwork @gcntweet @FBI @CIA @SecretService @ABCNetwork @RCMP_Nat_Div ... #circle,https://twitter.com/DarpaCanadian/status/571496855802028034,Thu Dec 25 15:06:08 +0000 2014,DarpaCanadian,False,"Targeted Canadian, Darpa Experimentation, Virtual Rape Victim In Real Time, Virtual Medical Hacking,...Alex Jones, Jerome Corsi & George Noory(C2C) PAIN... V2K",12,0,1274,6,"Winnipeg Manitoba, Canada",Lee Anne Kulcheski,DarpaCanadian,1267,Central Time (US & Canada),,False
,Sat Feb 28 02:23:50 +0000 2015,,,,1,571495965112209408,ABC7,571494206193049600,16374678,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",@ABC7 Thankyou Very Much I Just Stole It Back... Enough @infowars @gccaedits @gcnchambers @GCNlive @GovCommsNetwork @gcntweet... @FBI @CIA,https://twitter.com/DarpaCanadian/status/571495965112209408,Thu Dec 25 15:06:08 +0000 2014,DarpaCanadian,False,"Targeted Canadian, Darpa Experimentation, Virtual Rape Victim In Real Time, Virtual Medical Hacking,...Alex Jones, Jerome Corsi & George Noory(C2C) PAIN... V2K",12,0,1274,6,"Winnipeg Manitoba, Canada",Lee Anne Kulcheski,DarpaCanadian,1267,Central Time (US & Canada),,False
,Fri Feb 27 20:22:55 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649132431&oldid=649132168,0,571405138918838272,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Maurice Vellacott Wikipedia article edited anonymously from Canadian House of Commons http://t.co/L1lA1m1aTt,https://twitter.com/gccaedits/status/571405138918838272,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 20:18:46 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649131950&oldid=649131531,0,571404093635362816,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Maurice Vellacott Wikipedia article edited anonymously from Canadian House of Commons http://t.co/kkkFBmIl8u,https://twitter.com/gccaedits/status/571404093635362816,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 20:15:08 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649131531&oldid=648850783,1,571403178677313540,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Maurice Vellacott Wikipedia article edited anonymously from Canadian House of Commons http://t.co/7gGIOGExQa,https://twitter.com/gccaedits/status/571403178677313540,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 18:54:25 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649122115&oldid=649122039,0,571382865235214336,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Earl Armstrong Arena Wikipedia article edited anonymously from Shared Services Canada http://t.co/0OZV1tPCpT,https://twitter.com/gccaedits/status/571382865235214336,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 18:53:52 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649122039&oldid=649121844,0,571382725258698753,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Earl Armstrong Arena Wikipedia article edited anonymously from Shared Services Canada http://t.co/5UK5V9bF3O,https://twitter.com/gccaedits/status/571382725258698753,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 18:52:13 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649121844&oldid=649121471,0,571382311587090433,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Earl Armstrong Arena Wikipedia article edited anonymously from Shared Services Canada http://t.co/9qzk4KcnDv,https://twitter.com/gccaedits/status/571382311587090433,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 18:49:05 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649121471&oldid=649121090,0,571381522021916673,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Earl Armstrong Arena Wikipedia article edited anonymously from Shared Services Canada http://t.co/eqHoD4Vmov,https://twitter.com/gccaedits/status/571381522021916673,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 18:45:36 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649121090&oldid=643909387,0,571380648398733312,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Earl Armstrong Arena Wikipedia article edited anonymously from Shared Services Canada http://t.co/Sn4pHqlTmu,https://twitter.com/gccaedits/status/571380648398733312,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 18:37:05 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649120103&oldid=649095388,0,571378502345342976,,,,en,,False,1,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",2015 Tim Hortons Brier Wikipedia article edited anonymously from Shared Services Canada http://t.co/HqepGYOzOD,https://twitter.com/gccaedits/status/571378502345342976,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 17:21:39 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649111100&oldid=649093851,0,571359518321451009,,,,en,,False,0,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",SDSS J0100+2802 Wikipedia article edited anonymously from Department of Justice Canada http://t.co/FNCHgde215,https://twitter.com/gccaedits/status/571359518321451009,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Fri Feb 27 16:42:31 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=649106694&oldid=647896398,1,571349671198760960,,,,en,,False,4,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Toluene Wikipedia article edited anonymously from Natural Resources Canada http://t.co/ktacsKOQ9o,https://twitter.com/gccaedits/status/571349671198760960,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 21:39:48 +0000 2015,,,,0,571062098513555456,gccaedits,571057283700015104,2613454796,und,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@gccaedits boo,https://twitter.com/davyay/status/571062098513555456,Fri Jan 28 19:53:43 +0000 2011,davyay,False,There's nothing wrong with raisins. Author of Wereduck (2014) and Cure for Wereduck (2016) from @nimbuspub. @research_upei by day.,3972,867,541,30,"Charlottetown, PEI",Dave Atkinson,davyay,19492,Santiago,http://daveatkinson.ca,False
,Thu Feb 26 21:22:16 +0000 2015,,,,0,571057682939047936,gccaedits,571057283700015104,2613454796,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@gccaedits Someone felt really strongly that a gummy bear was not a type of bear.,https://twitter.com/nisamalli/status/571057682939047936,Mon Jun 10 14:35:34 +0000 2013,nisamalli,False,"@DMCPI + #policyinnovation, @uOttawaGSPIA alumna researching #opengov + critical theory, ex-pat Manitoban living in #Ottawa.",124,308,368,18,,Nisa Malli,nisamalli,366,Eastern Time (US & Canada),,False
,Thu Feb 26 21:20:40 +0000 2015,,,http://en.wikipedia.org/w/index.php?diff=648993907&oldid=648699397,2,571057283700015104,,,,en,,False,11,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",List of bears Wikipedia article edited anonymously from Shared Services Canada http://t.co/NFphJ1GBsb,https://twitter.com/gccaedits/status/571057283700015104,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
,Thu Feb 26 20:34:37 +0000 2015,,,,0,571045694481547264,,,,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dear ppl working at DND and at Shared Services:
Have you heard of @gccaedits ???
Sincerely, 
Holly",https://twitter.com/DavisHollya/status/571045694481547264,Tue Dec 13 14:57:01 +0000 2011,DavisHollya,False,"Ur doing it wrong. I am, too.",131,36,75,1,,Holly Davis,DavisHollya,1370,Central Time (US & Canada),,False
,Thu Feb 26 20:25:55 +0000 2015,,,http://www.cbc.ca/1.2973082,0,571043505235214336,cmusician,571043213395550208,255067647,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rehtaeh Parsons case: Dad of guilty man reportedly arrested in Wikipedia edits probe .. http://t.co/EWOidWzYol @jkenney @gccaedits,https://twitter.com/cmusician/status/571043505235214336,Sun Feb 20 16:13:37 +0000 2011,cmusician,False,"Retired teacher, amateur fishing guide",59275,1939,2002,104,,Carolyn Hudson,cmusician,113506,Central Time (US & Canada),,False
,Thu Feb 26 20:24:46 +0000 2015,RehtaehParsons,,,0,571043213395550208,gccaedits,571042666454106112,2613454796,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Is that all those DND guys do, edit Wikipedia articles? .. #RehtaehParsons @CanadianForces @jkenney @gccaedits",https://twitter.com/cmusician/status/571043213395550208,Sun Feb 20 16:13:37 +0000 2011,cmusician,False,"Retired teacher, amateur fishing guide",59275,1939,2002,104,,Carolyn Hudson,cmusician,113506,Central Time (US & Canada),,False
,Thu Feb 26 20:22:35 +0000 2015,,,http://fr.wikipedia.org/w/index.php?diff=112229630&oldid=112229581&rcid=136353458,0,571042666454106112,,,,en,,False,2,,,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Charny (Lévis) Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/KmkzpFFxHx,https://twitter.com/gccaedits/status/571042666454106112,Wed Jul 09 12:06:54 +0000 2014,gccaedits,False,I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth,9,6179,73,149,Canada,Gov. of Canada edits,gccaedits,2056,Eastern Time (US & Canada),https://github.com/ruebot/gccaedits-ip-address-ranges,False
